"date.pretty","date.year","date.mon","date.mday","date.hour","date.min","date.tzname","utcdate.pretty","utcdate.year","utcdate.mon","utcdate.mday","utcdate.hour","utcdate.min","utcdate.tzname","tempm","tempi","dewptm","dewpti","hum","wspdm","wspdi","wgustm","wgusti","wdird","wdire","vism","visi","pressurem","pressurei","windchillm","windchilli","heatindexm","heatindexi","precipm","precipi","conds","icon","fog","rain","snow","hail","thunder","tornado","metar"
"6:00 PM EET on January 01, 2016","2016","01","01","18","00","Europe/Kiev","4:00 PM GMT on January 01, 2016","2016","01","01","16","00","UTC","-13.0","8.6","-16.0","3.2","79","18.0","11.2","-9999.0","-9999.0","70","ENE","10.0","6.2","1030","30.42","-21.2","-6.1","-9999","-9999","-9999.00","-9999.00","Light Snow","snow","0","0","1","0","0","0","METAR UKKK 011600Z 07005MPS 9999 -SN OVC013 M13/M16 Q1030 08490340 NOSIG"
"6:30 PM EET on January 01, 2016","2016","01","01","18","30","Europe/Kiev","4:30 PM GMT on January 01, 2016","2016","01","01","16","30","UTC","-13.0","8.6","-16.0","3.2","79","18.0","11.2","-9999.0","-9999.0","60","ENE","8.0","5.0","1030","30.42","-21.2","-6.1","-9999","-9999","-9999.00","-9999.00","Light Snow","snow","0","0","1","0","0","0","METAR UKKK 011630Z 06005MPS 8000 -SN OVC012 M13/M16 Q1030 08490340 NOSIG"
"7:00 PM EET on January 01, 2016","2016","01","01","19","00","Europe/Kiev","5:00 PM GMT on January 01, 2016","2016","01","01","17","00","UTC","-13.0","8.6","-16.0","3.2","79","14.4","8.9","-9999.0","-9999.0","60","ENE","2.6","1.6","1030","30.42","-20.2","-4.4","-9999","-9999","-9999.00","-9999.00","Light Snow","snow","0","0","1","0","0","0","METAR UKKK 011700Z 06004MPS 2600 -SN OVC012 M13/M16 Q1030 08490340 NOSIG"
"7:30 PM EET on January 01, 2016","2016","01","01","19","30","Europe/Kiev","5:30 PM GMT on January 01, 2016","2016","01","01","17","30","UTC","-13.0","8.6","-16.0","3.2","79","18.0","11.2","-9999.0","-9999.0","60","ENE","3.5","2.2","1030","30.42","-21.2","-6.1","-9999","-9999","-9999.00","-9999.00","Light Snow","snow","0","0","1","0","0","0","METAR UKKK 011730Z 06005MPS 3500 -SN OVC014 M13/M16 Q1030 08490340 NOSIG"
"8:00 PM EET on January 01, 2016","2016","01","01","20","00","Europe/Kiev","6:00 PM GMT on January 01, 2016","2016","01","01","18","00","UTC","-13","8","-15","4","77","7.2","4.5","","","60","ENE","10","6","1033","30.51","-999","-999","-9999","-9999","","","Partly Cloudy","partlycloudy","0","0","0","0","0","0","AAXX 01181 33345 11497 60602 11134 21154 30107 40331 52008 69942 70272 86500 333 11098 86618 555 1/106"
"8:00 PM EET on January 01, 2016","2016","01","01","20","00","Europe/Kiev","6:00 PM GMT on January 01, 2016","2016","01","01","18","00","UTC","-13.0","8.6","-16.0","3.2","79","18.0","11.2","-9999.0","-9999.0","70","ENE","6.0","3.7","1031","30.45","-21.2","-6.1","-9999","-9999","-9999.00","-9999.00","Light Snow","snow","0","0","1","0","0","0","METAR UKKK 011800Z 07005MPS 6000 -SN OVC014 M13/M16 Q1031 08490340 NOSIG"
"8:30 PM EET on January 01, 2016","2016","01","01","20","30","Europe/Kiev","6:30 PM GMT on January 01, 2016","2016","01","01","18","30","UTC","-14.0","6.8","-16.0","3.2","85","14.4","8.9","-9999.0","-9999.0","80","East","10.0","6.2","1031","30.45","-21.5","-6.7","-9999","-9999","-9999.00","-9999.00","Light Snow","snow","0","0","1","0","0","0","METAR UKKK 011830Z 08004MPS 9999 -SN OVC039 M14/M16 Q1031 08490340 NOSIG"
"9:00 PM EET on January 01, 2016","2016","01","01","21","00","Europe/Kiev","7:00 PM GMT on January 01, 2016","2016","01","01","19","00","UTC","-14.0","6.8","-16.0","3.2","85","14.4","8.9","-9999.0","-9999.0","70","ENE","7.0","4.3","1031","30.45","-21.5","-6.7","-9999","-9999","-9999.00","-9999.00","Light Snow","snow","0","0","1","0","0","0","METAR UKKK 011900Z 07004MPS 7000 -SN SCT010 OVC040 M14/M16 Q1031 08490340 NOSIG"
"9:30 PM EET on January 01, 2016","2016","01","01","21","30","Europe/Kiev","7:30 PM GMT on January 01, 2016","2016","01","01","19","30","UTC","-14.0","6.8","-16.0","3.2","85","10.8","6.7","-9999.0","-9999.0","70","ENE","10.0","6.2","1031","30.45","-20.3","-4.6","-9999","-9999","-9999.00","-9999.00","Overcast","cloudy","0","0","0","0","0","0","METAR UKKK 011930Z 07003MPS 9999 OVC022 M14/M16 Q1031 08490340 NOSIG"
"10:00 PM EET on January 01, 2016","2016","01","01","22","00","Europe/Kiev","8:00 PM GMT on January 01, 2016","2016","01","01","20","00","UTC","-13.0","8.6","-15.0","5.0","85","10.8","6.7","-9999.0","-9999.0","60","ENE","7.0","4.3","1031","30.45","-19.1","-2.4","-9999","-9999","-9999.00","-9999.00","Light Snow","snow","0","0","1","0","0","0","METAR UKKK 012000Z 06003MPS 7000 -SN SCT007 OVC030 M13/M15 Q1031 08490340 NOSIG"
"10:30 PM EET on January 01, 2016","2016","01","01","22","30","Europe/Kiev","8:30 PM GMT on January 01, 2016","2016","01","01","20","30","UTC","-13.0","8.6","-15.0","5.0","85","14.4","8.9","-9999.0","-9999.0","70","ENE","2.5","1.6","1031","30.45","-20.2","-4.4","-9999","-9999","-9999.00","-9999.00","Light Snow","snow","0","0","1","0","0","0","METAR UKKK 012030Z 07004MPS 2500 -SN BR SCT010 OVC028 M13/M15 Q1031 08490340 NOSIG"
"11:00 PM EET on January 01, 2016","2016","01","01","23","00","Europe/Kiev","9:00 PM GMT on January 01, 2016","2016","01","01","21","00","UTC","-14","8","-16","4","74","10.8","6.7","","","60","ENE","10","6","1034","30.54","-999","-999","-9999","-9999","","","Mostly Cloudy","mostlycloudy","0","0","0","0","0","0","AAXX 01211 33345 42597 60603 11135 21158 30115 40340 52008 86500 333 86625 555 1/106"
"11:00 PM EET on January 01, 2016","2016","01","01","23","00","Europe/Kiev","9:00 PM GMT on January 01, 2016","2016","01","01","21","00","UTC","-13.0","8.6","-16.0","3.2","79","10.8","6.7","-9999.0","-9999.0","70","ENE","10.0","6.2","1031","30.45","-19.1","-2.4","-9999","-9999","-9999.00","-9999.00","Light Snow","snow","0","0","1","0","0","0","METAR UKKK 012100Z 07003MPS 9999 -SN SCT013 OVC030 M13/M16 Q1031 08490340 NOSIG"
