"date.pretty","date.year","date.mon","date.mday","date.hour","date.min","date.tzname","utcdate.pretty","utcdate.year","utcdate.mon","utcdate.mday","utcdate.hour","utcdate.min","utcdate.tzname","tempm","tempi","dewptm","dewpti","hum","wspdm","wspdi","wgustm","wgusti","wdird","wdire","vism","visi","pressurem","pressurei","windchillm","windchilli","heatindexm","heatindexi","precipm","precipi","conds","icon","fog","rain","snow","hail","thunder","tornado","metar"
"9:30 AM EEST on August 01, 2016","2016","08","01","09","30","Europe/Kiev","6:30 AM GMT on August 01, 2016","2016","08","01","06","30","UTC","27.0","80.6","18.0","64.4","58","7.2","4.5","-9999.0","-9999.0","150","SSE","-9999.0","-9999.0","1014","29.95","-999","-999","27.9","82.3","-9999.00","-9999.00","Clear","clear","0","0","0","0","0","0","METAR UKKK 010630Z 15002MPS 100V210 CAVOK 27/18 Q1014 R08/CLRD70 NOSIG"
"10:00 AM EEST on August 01, 2016","2016","08","01","10","00","Europe/Kiev","7:00 AM GMT on August 01, 2016","2016","08","01","07","00","UTC","27.0","80.6","18.0","64.4","58","7.2","4.5","-9999.0","-9999.0","140","SE","-9999.0","-9999.0","1014","29.95","-999","-999","27.9","82.3","-9999.00","-9999.00","Clear","clear","0","0","0","0","0","0","METAR UKKK 010700Z 14002MPS 100V180 CAVOK 27/18 Q1014 R08/CLRD70 NOSIG"
"10:30 AM EEST on August 01, 2016","2016","08","01","10","30","Europe/Kiev","7:30 AM GMT on August 01, 2016","2016","08","01","07","30","UTC","28.0","82.4","18.0","64.4","54","7.2","4.5","-9999.0","-9999.0","150","SSE","-9999.0","-9999.0","1014","29.95","-999","-999","28.8","83.9","-9999.00","-9999.00","Clear","clear","0","0","0","0","0","0","METAR UKKK 010730Z 15002MPS 100V190 CAVOK 28/18 Q1014 R08/CLRD70 NOSIG"
"11:00 AM EEST on August 01, 2016","2016","08","01","11","00","Europe/Kiev","8:00 AM GMT on August 01, 2016","2016","08","01","08","00","UTC","29.0","84.2","18.0","64.4","51","10.8","6.7","-9999.0","-9999.0","160","SSE","-9999.0","-9999.0","1014","29.95","-999","-999","29.8","85.6","-9999.00","-9999.00","Clear","clear","0","0","0","0","0","0","METAR UKKK 010800Z 16003MPS 120V210 CAVOK 29/18 Q1014 R08/CLRD70 NOSIG"
"11:30 AM EEST on August 01, 2016","2016","08","01","11","30","Europe/Kiev","8:30 AM GMT on August 01, 2016","2016","08","01","08","30","UTC","30.0","86.0","18.0","64.4","48","10.8","6.7","-9999.0","-9999.0","170","South","9.0","5.6","1014","29.95","-999","-999","30.7","87.3","-9999.00","-9999.00","Clear","clear","0","0","0","0","0","0","METAR UKKK 010830Z 17003MPS 120V260 9000 SKC 30/18 Q1014 R08/CLRD70 NOSIG"
"12:00 PM EEST on August 01, 2016","2016","08","01","12","00","Europe/Kiev","9:00 AM GMT on August 01, 2016","2016","08","01","09","00","UTC","30","87","18","65","38","7.2","4.5","","","170","South","20","12","1013","29.91","-999","-999","-9999","-9999","","","","","0","0","0","0","0","0","AAXX 01091 33345 42998 01702 10304 20184 39942 40129 58004 555 10053"
"12:00 PM EEST on August 01, 2016","2016","08","01","12","00","Europe/Kiev","9:00 AM GMT on August 01, 2016","2016","08","01","09","00","UTC","30.0","86.0","18.0","64.4","48","14.4","8.9","-9999.0","-9999.0","190","South","-9999.0","-9999.0","1014","29.95","-999","-999","30.7","87.3","-9999.00","-9999.00","Clear","clear","0","0","0","0","0","0","METAR UKKK 010900Z 19004MPS 110V240 CAVOK 30/18 Q1014 R08/CLRD70 NOSIG"
"12:30 PM EEST on August 01, 2016","2016","08","01","12","30","Europe/Kiev","9:30 AM GMT on August 01, 2016","2016","08","01","09","30","UTC","31.0","87.8","18.0","64.4","46","10.8","6.7","-9999.0","-9999.0","190","South","-9999.0","-9999.0","1013","29.92","-999","-999","31.9","89.4","-9999.00","-9999.00","Clear","clear","0","0","0","0","0","0","METAR UKKK 010930Z 19003MPS 130V240 CAVOK 31/18 Q1013 R08/CLRD70 NOSIG"
"1:00 PM EEST on August 01, 2016","2016","08","01","13","00","Europe/Kiev","10:00 AM GMT on August 01, 2016","2016","08","01","10","00","UTC","30.0","86.0","17.0","62.6","45","10.8","6.7","-9999.0","-9999.0","190","South","-9999.0","-9999.0","1013","29.92","-999","-999","30.3","86.6","-9999.00","-9999.00","Clear","clear","0","0","0","0","0","0","METAR UKKK 011000Z 19003MPS 140V230 CAVOK 30/17 Q1013 R08/CLRD70 NOSIG"
"1:30 PM EEST on August 01, 2016","2016","08","01","13","30","Europe/Kiev","10:30 AM GMT on August 01, 2016","2016","08","01","10","30","UTC","30.0","86.0","17.0","62.6","45","10.8","6.7","-9999.0","-9999.0","200","SSW","-9999.0","-9999.0","1013","29.92","-999","-999","30.3","86.6","-9999.00","-9999.00","Clear","clear","0","0","0","0","0","0","METAR UKKK 011030Z 20003MPS 140V260 CAVOK 30/17 Q1013 R08/CLRD70 NOSIG"
"2:00 PM EEST on August 01, 2016","2016","08","01","14","00","Europe/Kiev","11:00 AM GMT on August 01, 2016","2016","08","01","11","00","UTC","31.0","87.8","17.0","62.6","43","14.4","8.9","-9999.0","-9999.0","170","South","-9999.0","-9999.0","1013","29.92","-999","-999","31.4","88.5","-9999.00","-9999.00","Clear","clear","0","0","0","0","0","0","METAR UKKK 011100Z 17004MPS 120V240 CAVOK 31/17 Q1013 R08/CLRD70 NOSIG"
"2:30 PM EEST on August 01, 2016","2016","08","01","14","30","Europe/Kiev","11:30 AM GMT on August 01, 2016","2016","08","01","11","30","UTC","31.0","87.8","16.0","60.8","40","14.4","8.9","-9999.0","-9999.0","160","SSE","-9999.0","-9999.0","1013","29.92","-999","-999","30.9","87.6","-9999.00","-9999.00","Clear","clear","0","0","0","0","0","0","METAR UKKK 011130Z 16004MPS 120V220 CAVOK 31/16 Q1013 R08/CLRD70 NOSIG"
"3:00 PM EEST on August 01, 2016","2016","08","01","15","00","Europe/Kiev","12:00 PM GMT on August 01, 2016","2016","08","01","12","00","UTC","32","90","15","59","26","18.0","11.2","","","200","SSW","20","12","1012","29.88","-999","-999","-9999","-9999","","","Partly Cloudy","partlycloudy","0","0","0","0","0","0","AAXX 01121 33345 32698 32005 10325 20152 39933 40119 57009 83200 555 10054"
"3:00 PM EEST on August 01, 2016","2016","08","01","15","00","Europe/Kiev","12:00 PM GMT on August 01, 2016","2016","08","01","12","00","UTC","31.0","87.8","16.0","60.8","40","14.4","8.9","-9999.0","-9999.0","180","South","-9999.0","-9999.0","1013","29.92","-999","-999","30.9","87.6","-9999.00","-9999.00","Clear","clear","0","0","0","0","0","0","METAR UKKK 011200Z 18004MPS 120V230 CAVOK 31/16 Q1013 R08/CLRD70 NOSIG"
"3:30 PM EEST on August 01, 2016","2016","08","01","15","30","Europe/Kiev","12:30 PM GMT on August 01, 2016","2016","08","01","12","30","UTC","32.0","89.6","16.0","60.8","38","10.8","6.7","-9999.0","-9999.0","160","SSE","-9999.0","-9999.0","1013","29.92","-999","-999","31.9","89.5","-9999.00","-9999.00","Clear","clear","0","0","0","0","0","0","METAR UKKK 011230Z 16003MPS 120V210 CAVOK 32/16 Q1013 R08/CLRD70 NOSIG"
"4:00 PM EEST on August 01, 2016","2016","08","01","16","00","Europe/Kiev","1:00 PM GMT on August 01, 2016","2016","08","01","13","00","UTC","31.0","87.8","16.0","60.8","40","10.8","6.7","-9999.0","-9999.0","180","South","-9999.0","-9999.0","1012","29.89","-999","-999","30.9","87.6","-9999.00","-9999.00","Clear","clear","0","0","0","0","0","0","METAR UKKK 011300Z 18003MPS 140V230 CAVOK 31/16 Q1012 R08/CLRD70 NOSIG"
"4:30 PM EEST on August 01, 2016","2016","08","01","16","30","Europe/Kiev","1:30 PM GMT on August 01, 2016","2016","08","01","13","30","UTC","31.0","87.8","16.0","60.8","40","10.8","6.7","-9999.0","-9999.0","170","South","-9999.0","-9999.0","1012","29.89","-999","-999","30.9","87.6","-9999.00","-9999.00","Clear","clear","0","0","0","0","0","0","METAR UKKK 011330Z 17003MPS 130V210 CAVOK 31/16 Q1012 R26/CLRD70 NOSIG"
"5:00 PM EEST on August 01, 2016","2016","08","01","17","00","Europe/Kiev","2:00 PM GMT on August 01, 2016","2016","08","01","14","00","UTC","32.0","89.6","16.0","60.8","38","10.8","6.7","-9999.0","-9999.0","160","SSE","-9999.0","-9999.0","1012","29.89","-999","-999","31.9","89.5","-9999.00","-9999.00","Clear","clear","0","0","0","0","0","0","METAR UKKK 011400Z 16003MPS 120V210 CAVOK 32/16 Q1012 R08/CLRD70 NOSIG"
"5:30 PM EEST on August 01, 2016","2016","08","01","17","30","Europe/Kiev","2:30 PM GMT on August 01, 2016","2016","08","01","14","30","UTC","32.0","89.6","16.0","60.8","38","10.8","6.7","-9999.0","-9999.0","160","SSE","9.0","5.6","1012","29.89","-999","-999","31.9","89.5","-9999.00","-9999.00","Unknown","unknown","0","0","0","0","0","0","METAR UKKK 011430Z 16003MPS 110V220 9000 NSC 32/16 Q1012 R08/CLRD70 NOSIG"
"6:00 PM EEST on August 01, 2016","2016","08","01","18","00","Europe/Kiev","3:00 PM GMT on August 01, 2016","2016","08","01","15","00","UTC","32","90","15","59","25","14.4","8.9","","","210","SSW","20","12","1011","29.85","-999","-999","-9999","-9999","","","Scattered Clouds","partlycloudy","0","0","0","0","0","0","AAXX 01151 33345 42598 12104 10321 20148 39920 40106 57013 81200 555 10042"
"6:00 PM EEST on August 01, 2016","2016","08","01","18","00","Europe/Kiev","3:00 PM GMT on August 01, 2016","2016","08","01","15","00","UTC","32.0","89.6","16.0","60.8","38","14.4","8.9","-9999.0","-9999.0","170","South","-9999.0","-9999.0","1011","29.86","-999","-999","31.9","89.5","-9999.00","-9999.00","Clear","clear","0","0","0","0","0","0","METAR UKKK 011500Z 17004MPS 130V230 CAVOK 32/16 Q1011 R08/CLRD70 NOSIG"
"6:30 PM EEST on August 01, 2016","2016","08","01","18","30","Europe/Kiev","3:30 PM GMT on August 01, 2016","2016","08","01","15","30","UTC","32.0","89.6","16.0","60.8","38","10.8","6.7","-9999.0","-9999.0","180","South","-9999.0","-9999.0","1011","29.86","-999","-999","31.9","89.5","-9999.00","-9999.00","Clear","clear","0","0","0","0","0","0","METAR UKKK 011530Z 18003MPS 120V240 CAVOK 32/16 Q1011 R08/CLRD70 NOSIG"
"7:00 PM EEST on August 01, 2016","2016","08","01","19","00","Europe/Kiev","4:00 PM GMT on August 01, 2016","2016","08","01","16","00","UTC","31.0","87.8","15.0","59.0","38","10.8","6.7","-9999.0","-9999.0","160","SSE","-9999.0","-9999.0","1011","29.86","-999","-999","30.6","87.1","-9999.00","-9999.00","Clear","clear","0","0","0","0","0","0","METAR UKKK 011600Z 16003MPS 120V230 CAVOK 31/15 Q1011 R08/CLRD70 NOSIG"
